#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Description
560,Scrafty,Siniestro,Lucha,488,65,90,115,45,115,58,5,"Se protege de los ataques con la muda de su piel
mientras reparte patadas. Cuanto mayor es su cresta,
más se le respeta."
561,Sigilyph,Psiquico,Volador,490,72,58,80,103,80,97,5,"Fue la deidad protectora de una ciudad milenaria.
Ataca con su poder psíquico a los enemigos que
invaden su territorio."
562,Yamask,Fantasma,,303,38,30,85,55,65,30,5,"Almas de humanos sepultados en tumbas que han
adquirido forma de Pokémon. Recuerdan su vida antes
de la muerte."
563,Cofagrigus,Fantasma,,483,58,50,145,95,105,30,5,"Se comenta que engulle a todo humano que se le
acerca y lo momifica. Su comida favorita son las
pepitas de oro."
564,Tirtouga,Agua,Roca,355,54,78,103,53,45,22,5,"Ya pululaba por las aguas hace 100 millones de años.
También va a tierra a veces en busca de alimento."
565,Carracosta,Agua,Roca,495,74,108,133,83,65,32,5,"Vive en el mar y en la superficie. Sus garras pueden
abrir un agujero en el fondo de un petrolero."
566,Archen,Roca,Volador,401,55,112,45,74,45,70,5,"Pokémon que renació de un fósil. Dicen que es el
antepasado de todos los Pokémon pájaro."
567,Archeops,Roca,Volador,567,75,140,65,112,65,110,5,"Levanta el vuelo tras coger carrerilla. Coopera con sus
compañeros de bandada para atrapar a sus presas."
568,Trubbish,Veneno,,329,50,50,62,40,62,65,5,"Pokémon nacido de la reacción química entre una
bolsa de basura y residuos industriales."
569,Garbodor,Veneno,,474,80,95,82,60,82,75,5,"Apresa a su rival con el brazo izquierdo y le da el
golpe de gracia exhalando por la boca un apestoso
gas venenoso."
570,Zorua,Siniestro,,330,40,65,40,80,40,65,5,"Adopta la apariencia de su enemigo para engañarlo
vilmente y aprovecha su estupor para poner tierra por
medio."
571,Zoroark,Siniestro,,510,60,105,60,120,60,105,5,"Tiene la facultad de confundir a muchos humanos a la
vez. Protege su guarida creando un paisaje ilusorio."
572,Minccino,Normal,,300,55,50,40,40,40,75,5,"Se saludan entre sí frotándose con la cola y
limpiándose a conciencia."
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,"El pelo que cubre su cuerpo proporciona una
agradable sensación al tocarlo. No acumula ni polvo
ni electricidad estática."
574,Gothita,Psiquico,,290,45,30,50,55,65,45,5,"Amplifica su poder psíquico con sus antenitas en forma
de lazo. Siempre está mirando algo fijamente."
575,Gothorita,Psiquico,,390,60,45,70,75,85,55,5,"La luz de las estrellas origina su poder. De noche,
marca su posición haciendo levitar piedras con su
poder psíquico."
576,Gothitelle,Psiquico,,490,70,55,95,95,110,65,5,"Su inmenso poder psíquico distorsiona el espacio y
le permite reflejar incluso estrellas a años luz de
distancia."
577,Solosis,Psiquico,,290,45,30,40,105,50,20,5,"Gracias a la sustancia viscosa que envuelve su cuerpo,
permanece tranquilo por dura o rigurosa que sea la
situación."
578,Duosion,Psiquico,,370,65,40,50,125,60,30,5,"Cuando las dos partes de su cerebro piensan lo
mismo, saca todo su poder a relucir."
579,Reuniclus,Psiquico,,490,110,65,75,125,85,30,5,"Hacen gala de su poder psíquico y mueven sus brazos
compuestos de líquido para controlar rocas y hacerlas
añicos."
580,Ducklett,Agua,Volador,305,62,44,50,44,50,55,5,"Cuando se ve atacado, las plumas que lo recubren
despiden ráfagas de agua que lo ayudan a escapar."
581,Swanna,Agua,Volador,473,75,87,63,87,63,98,5,"Aunque no lo parezca por su grácil elegancia, puede
batir con fuerza las alas y volar durante miles de
kilómetros."
582,Vanillite,Hielo,,305,36,50,50,65,60,44,5,"Lanza un aliento de -50 °C. Crea bloques de nieve y
es capaz de lograr que nieve a su alrededor."
583,Vanillish,Hielo,,395,51,65,65,80,75,59,5,"Enfrían el aire a su alrededor y crean partículas de
hielo mediante las cuales congelan a sus oponentes."
584,Vanilluxe,Hielo,,535,71,95,85,110,95,79,5,"Si sus dos cabezas se irritan al mismo tiempo, genera
una ventisca desde su cuerno cubriendo su entorno
con nieve."
585,Deerling,Normal,Planta,335,60,60,50,40,50,75,5,"El color de su cuerpo cambia no solo con las
estaciones, sino también con los cambios de humedad
y temperatura."
586,Sawsbuck,Normal,Planta,475,80,100,70,60,70,95,5,"Cambia de morada dependiendo de las estaciones.
Observando sus cuernos, la gente sabe cuándo estas
van a cambiar."
587,Emolga,Electrico,Volador,428,55,75,60,75,60,103,5,"Vive en la copa de los árboles. Produce descargas
mientras vuela con el interior de la membrana que hace
de capa."
588,Karrablast,Bicho,,315,50,75,45,40,45,60,5,"Si recibe un estímulo eléctrico al estar en contacto con
un Shelmet, evoluciona."
589,Escavalier,Bicho,Acero,495,70,135,105,60,105,20,5,"Se defienden de los ataques con el caparazón que
roban a los Shelmet. Atacan con sus dos mortíferas
lanzas."
590,Foongus,Planta,Veneno,294,69,55,45,55,55,15,5,"Gracias a su misterioso parecido a una Poké Ball, atrae
a sus presas y lanza rápidamente esporas de veneno."
591,Amoonguss,Planta,Veneno,464,114,85,70,85,80,30,5,"Aunque intenta pasar por parte superior de una
Poké Ball para atraer a sus presas, consigue engañar
a pocos."
592,Frillish,Agua,Fantasma,335,55,40,50,65,85,40,5,"Paraliza a sus presas con veneno y las lleva a su
morada, que se encuentra a 8000 m en el fondo del
mar."
593,Jellicent,Agua,Fantasma,480,100,60,70,85,105,60,5,"Su cuerpo se compone de agua salada. Dicen que ha
construido un palacio en el fondo del mar con restos
de barcos."
594,Alomomola,Agua,,470,165,75,80,40,45,65,5,"Vive flotando a la deriva en mar abierto. Siempre que
encuentra un Pokémon herido, lo abraza y lo lleva a la
costa."
595,Joltik,Bicho,Electrico,319,50,47,50,57,50,65,5,"No puede generar electricidad por sí mismo, así que se
encarama a Pokémon grandes y absorbe su energía
estática."
596,Galvantula,Bicho,Electrico,472,70,77,60,97,60,108,5,"Pone trampas con hilos electrificados. De este modo,
electrocuta a sus enemigos y los inmoviliza por
completo."
597,Ferroseed,Planta,Acero,305,44,50,91,24,86,10,5,"Lanza numerosas púas al detectar peligro. En cuanto
tiene ocasión, echa a rodar y se escapa."
598,Ferrothorn,Planta,Acero,489,74,94,131,54,116,20,5,"Azota al enemigo con sus tres tentáculos y después
dispara púas hasta que no deja ni rastro del rival."
599,Klink,Acero,,300,40,55,70,45,60,30,5,"Genera la energía vital que necesita haciendo girar sus
dos cuerpos."
600,Klang,Acero,,440,60,80,95,70,85,50,5,"Muestra sus sentimientos cambiando la dirección de su
giro. Cuanto más se enfade, más rápido girará."
601,Klinklang,Acero,,520,60,100,115,70,85,90,5,"Recarga su energía rápidamente haciendo girar con
gran celeridad el engranaje equipado con un núcleo
rojo."
602,Tynamo,Electrico,,275,35,55,40,45,40,60,5,"La electricidad de uno solo es diminuta, pero, si
multitud de Tynamo se conectan, consiguen la
potencia de un rayo."
603,Eelektrik,Electrico,,405,65,85,70,75,70,40,5,"Se enrolla alrededor de su presa, la paraliza con la
electricidad de sus marcas circulares y le asesta
mordiscos."
604,Eelektross,Electrico,,515,85,115,80,105,80,50,5,"Pega la ventosa de su boca en su presa y la
electrocuta con sus colmillos."
605,Elgyem,Psiquico,,335,55,55,55,85,55,30,5,"Posee un gran poder psíquico. Lo usa para comprimir
el cerebro del enemigo y ocasionarle dolores de
cabeza."
606,Beheeyem,Psiquico,,485,75,75,75,125,95,40,5,"Parece que se comunica haciendo brillar sus dedos
tricolores, pero nadie ha conseguido descifrar aún su
patrón."
607,Litwick,Fantasma,Fuego,275,50,30,55,65,55,20,5,"Finge ser una luz guía en el camino, pero en realidad
solo quiere absorber la energía vital de quien lo sigue."
608,Lampent,Fantasma,Fuego,370,60,40,60,95,60,55,5,"Al absorber almas, su llama se enciende. Espera a que
la gente fallezca, así que suele deambular por los
hospitales."
609,Chandelure,Fantasma,Fuego,520,60,55,90,145,90,80,5,"Sus llamas absorben el alma del enemigo y la abrasan,
dejando solo su cuerpo inerte."
610,Axew,Dragon,,320,46,87,60,30,40,57,5,"Usa sus colmillos para romper las bayas que come.
Estos se regeneran una y otra vez, por eso son tan
fuertes y afilados."
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,"Sus colmillos pueden hacer añicos rocas inmensas. Las
luchas territoriales de los Fraxure son encarnizadas."
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,"Es gentil, pero no perdona a todo el que ose invadir
su territorio. Su mayor baza son sus colmillos, que
cortan el acero."
613,Cubchoo,Hielo,,305,55,70,40,60,40,40,5,"Siempre está con mucosidades colgando. Las aspira
para hacer un movimiento, ya que son su materia prima
para esto."
614,Beartic,Hielo,,485,95,110,80,70,80,50,5,"Adoran los mares gélidos del norte. Congelan su
aliento para crear sendas por las que caminar sobre
las aguas."
615,Cryogonal,Hielo,,485,70,50,30,95,135,105,5,"Nació entre nubes de nieve. Atrapa a sus presas con
una cadena hecha de hielo cristalizado."
616,Shelmet,Bicho,,305,50,40,85,40,65,25,5,"Si está junto a Karrablast, y ambos reciben una
descarga eléctrica, evolucionan los dos a la vez."
617,Accelgor,Bicho,,495,80,70,40,100,60,145,5,"Se siente ligero una vez liberado de su caparazón.
Lucha y se mueve como un ninja."
618,Stunfisk,Tierra,Electrico,471,109,66,84,81,99,32,5,"Ni un pisotón de un luchador de sumo lo aplastaría
gracias a su piel sólida. Sonríe al soltar descargas
eléctricas."
619,Mienfoo,Lucha,,350,45,85,50,55,50,65,5,"La velocidad de sus ataques es su gran orgullo. Lo
que le falta de fuerza bruta lo compensa en cantidad
de golpes."
620,Mienshao,Lucha,,510,65,125,60,95,60,105,5,"Usa el pelaje de sus brazos a manera de látigos.
Sus ataques alcanzan velocidades de vértigo."
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,"Corre por estrechas cavernas y atrapa a sus presas con
sus afiladas garras. La piel de la cara es más dura que
una roca."
622,Golett,Tierra,Fantasma,303,59,74,50,35,50,35,5,"Se mueve gracias a la energía que quema dentro de su
cuerpo, pero el origen de esta energía es incierto."
623,Golurk,Tierra,Fantasma,483,89,124,80,55,80,55,5,"Al parecer, aquel que antaño lo creó le ordenó
proteger a los Pokémon y a los humanos."
624,Pawniard,Siniestro,Acero,340,45,85,70,40,40,60,5,"Su cuerpo está provisto de hojas afiladas. Cuando se
desgastan, las afila con cantos rodados a la orilla del
río."
625,Bisharp,Siniestro,Acero,490,65,125,100,60,70,70,5,"Un Pokémon temible que remata a su presa una vez
que su séquito de Pawniard la ha debilitado e
inmovilizado."
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,"Embiste con la cabeza sin distinción. Su potencia es
capaz de hacer descarrilar un tren en marcha."
627,Rufflet,Normal,Volador,350,70,83,50,37,50,60,5,"Quiebra bayas con sus extremidades. Se enfrenta con
valentía a todo enemigo por fuerte que este sea."
628,Braviary,Normal,Volador,510,100,123,75,57,75,80,5,"Un valiente guerrero del cielo que no duda en luchar
por sus compañeros por graves que sean sus heridas."
629,Vullaby,Siniestro,Volador,370,70,55,75,45,65,60,5,"No puede volar porque sus alas son muy pequeñas.
Cuando va a evolucionar, se deshace de su calavera."
630,Mandibuzz,Siniestro,Volador,510,110,65,105,55,95,80,5,"Vuela en círculos. Cuando avista una presa, la ataca y
la transporta a su nido con suma facilidad."
631,Heatmor,Fuego,,484,85,97,66,105,66,65,5,"Usa su lengua de fuego para derretir la armadura de
acero de los Durant y llegar así hasta su interior."
632,Durant,Bicho,Acero,484,58,109,112,48,48,109,5,"Actúan en grupo para expulsar de sus colonias a los
Heatmor, sus depredadores naturales."
633,Deino,Siniestro,Dragon,300,52,65,50,45,50,38,5,"No ve, por eso va haciendo placajes y dando
mordiscos a diestro y siniestro. Su cuerpo está
plagado de heridas."
634,Zweilous,Siniestro,Dragon,420,72,85,70,65,70,58,5,"Sus dos cabezas se llevan fatal, y la que consigue
comer más que la otra es la que lleva la voz cantante."
635,Hydreigon,Siniestro,Dragon,600,92,105,90,125,90,98,5,"Las cabezas de sus dos brazos no tienen cerebro. Con
sus tres cabezas destruye y devora todo a su paso."
636,Larvesta,Bicho,Fuego,360,55,85,55,50,55,60,5,"Se dice que nació del sol. Al evolucionar, cubre su
cuerpo con llamas que brotan de sus cuernos."
637,Volcarona,Bicho,Fuego,550,85,60,65,135,105,100,5,"Cuando combate, despide escamas ardientes de sus
seis alas y genera un mar ígneo a su alrededor."
638,Cobalion,Acero,Lucha,580,91,90,129,90,72,108,5,"Posee un cuerpo y un corazón de acero. Basta una
mirada suya para que Pokémon violentos le
obedezcan."
639,Terrakion,Roca,Lucha,580,91,129,90,72,90,108,5,"Su potencia al embestir es capaz de derribar las
murallas de un castillo. Las leyendas hablan de sus
proezas."
640,Virizion,Planta,Lucha,580,91,90,72,90,129,108,5,"Sus cuernos son hojas afiladas. Sacude a sus
enemigos con sus relampagueantes movimientos y
los reduce."
641,Tornadus,Volador,,580,79,100,80,110,90,121,5,"La parte inferior de su cuerpo, similar a una nube, está
recubierta de un campo de energía. Vuela a 300 km/h."
642,Thundurus,Electrico,Volador,580,79,115,70,125,80,111,5,"Lanza descargas eléctricas por las púas de su cola.
Sobrevuela Teselia dejando caer rayos."
643,Reshiram,Dragon,Fuego,680,100,120,100,150,120,90,5,"Pokémon legendario capaz de abrasar el mundo con
sus llamas. Ayuda a quienes persiguen un mundo
veraz."
644,Zekrom,Dragon,Electrico,680,100,150,120,120,100,90,5,"Pokémon legendario capaz de chamuscar el mundo
con sus rayos. Ayuda a quienes persiguen un mundo
de ideales."
645,Landorus,Tierra,Volador,600,89,125,90,115,80,101,5,"Lo consideran una deidad de las cosechas porque los
cultivos crecen en abundancia en las tierras por las
que pasa."
646,Kyurem,Dragon,Hielo,660,125,130,90,130,90,95,5,"Pokémon legendario que aguarda al héroe que
compense el vacío de su cuerpo de hielo con verdad
e ideales."
647,Keldeo,Agua,Lucha,580,91,72,90,129,90,108,5,"Corre por mares, ríos o cualquier superficie acuática de
todo el mundo. Aparece en aguas límpidas."
648,Meloetta,Normal,Psiquico,600,100,77,77,128,128,90,5,"Las melodías que canta Meloetta tienen el poder de
hacer sentir felicidad a los Pokémon que hay a su
alrededor."
649,Genesect,Bicho,Acero,600,71,120,95,120,95,99,5,"Pokémon de tipo Bicho de la antigüedad, modificado
por el Equipo Plasma. El cañón de su lomo ha sido
mejorado."
650,Chespin,Planta,,313,56,61,65,48,45,38,6,"Cuando acumula energía, las suaves púas de su
cabeza se vuelven tan duras y afiladas que hasta
pueden atravesar rocas."
651,Quilladin,Planta,,405,61,78,95,56,58,57,6,"Desvía los ataques de los enemigos con la robusta
coraza que cubre su cuerpo y contraataca con sus
dos afilados cuernos."
652,Chesnaught,Planta,Lucha,530,88,107,122,74,75,64,6,"Su fuerza es tal que, de un empellón, puede hacer
volcar un tanque de 50 toneladas. Protege a sus
aliados cuando hace de escudo."
653,Fennekin,Fuego,,307,40,45,40,62,60,60,6,"Tras masticar e ingerir pequeñas ramas se siente
pletórico y expulsa aire caliente por sus grandes
orejas a temperaturas superiores a los 200 ºC."
654,Braixen,Fuego,,409,59,59,58,90,70,73,6,"Tiene una rama enredada en la cola. Cuando la saca,
la rama prende fuego al hacer fricción con su pelaje
y se lanza al ataque con ella."
655,Delphox,Fuego,Psiquico,534,75,69,72,114,100,104,6,"Fija la mirada en la llama que arde en la punta de su
bastón para concentrarse y prever sucesos que
tienen lugar en el futuro."
656,Froakie,Agua,,314,41,56,40,62,44,71,6,"Secreta burbujas tanto por la espalda como
por el pecho. Gracias a la elasticidad de estas,
puede parar ataques y reducir el daño recibido."
657,Frogadier,Agua,,405,54,63,52,83,56,97,6,"Puede lanzar piedras envueltas en burbujas con tal
puntería, que acierta latas vacías a 30 metros de
distancia."
658,Greninja,Agua,Siniestro,530,72,95,67,103,71,122,6,"Comprime el agua y crea estrellas ninja con las que
ataca al enemigo. Cuando las hace girar a gran
velocidad cortan en dos hasta el metal."
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,"Usa sus grandes orejas para excavar en la tierra y así
crear madrigueras. Puede pasarse una noche entera
cavando sin parar."
660,Diggersby,Normal,Tierra,423,85,56,77,50,77,78,6,"Sus grandes orejas tienen tal fuerza que con ellas
puede levantar con facilidad rocas de más de una
tonelada. Es de una ayuda inestimable en las obras."
661,Fletchling,Normal,Volador,278,45,50,43,40,38,62,6,"Es muy amigable y se comunica con sus aliados
mediante melodiosos gorjeos y el movimiento de su
cola y sus gráciles alas."
662,Fletchinder,Fuego,Volador,382,62,73,55,56,52,84,6,"Lanza chispas por su pico y prende fuego a la hierba
alta para así sorprender a sus presas y atraparlas
cuando intentan escapar."
663,Talonflame,Fuego,Volador,499,78,81,71,74,69,126,6,"Si se exalta durante un combate reñido, arroja chispas
y ascuas de los intersticios entre su plumaje
mientras vuela."
664,Scatterbug,Bicho,,200,38,35,40,27,25,35,6,"Cuando recibe el ataque de un Pokémon pájaro,
expulsa unas escamas negras que provocan parálisis
si se entra en contacto con ellas."
665,Spewpa,Bicho,,213,45,22,60,27,30,29,6,"Habita en la sombra de la espesura. Si percibe alguna
amenaza, su pelaje se eriza y se vuelve muy afilado
para así intimidar al enemigo."
666,Vivillon,Bicho,Volador,411,80,52,50,90,50,89,6,"En el mundo existen Vivillon con diferentes motivos en
sus alas. El clima de cada región influye en sus rasgos."
667,Litleo,Fuego,Normal,369,62,50,58,73,54,72,6,"Cuanto más poderoso es el enemigo al que se
enfrenta, más calor desprende su mechón y más
energía recorre todo su cuerpo."
668,Pyroar,Fuego,Normal,507,86,68,72,109,66,106,6,"El macho con la melena de fuego más grande de toda
la manada es el líder de sus compañeros."
669,Flabébé,Hada,,303,44,38,39,61,79,42,6,"Acumula el polen de las flores para confeccionar
la tiara que lleva en la cabeza, que cuenta con
propiedades curativas."
670,Floette,Hada,,371,54,45,47,75,98,52,6,"Revolotea alrededor de campos de flores y cuida de
aquellas que empiezan a marchitarse. Usa en combate
el poder oculto de las flores."
671,Florges,Hada,,552,78,65,68,112,154,75,6,"Habita en preciosos jardines floridos. Absorbe la
energía que emiten las plantas y la convierte en su
fuente de poder."
672,Skiddo,Planta,,350,66,65,48,62,57,52,6,"Se dice que fue la primera especie de Pokémon que se
acostumbró a vivir con los seres humanos. Tiene una
naturaleza muy afable."
673,Gogoat,Planta,,531,123,100,62,97,81,68,6,"Percibe los sentimientos del Entrenador por la forma
en la que agarra sus cuernos, aunque sean variaciones
sutiles, y así avanzan como si fueran un solo ente."
674,Pancham,Lucha,,348,67,82,62,46,48,43,6,"Se esfuerza mucho para que el enemigo no lo
menosprecie, pero su mirada no intimida demasiado.
Se caracteriza por mascar siempre una hoja."
675,Pangoro,Lucha,Siniestro,495,95,124,78,69,71,58,6,"Es muy temperamental, pero no permite que nadie se
meta con los débiles. Mediante su hoja, predice los
movimientos del enemigo."
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,"Cuando le esquilan su mullido pelaje, no solo mejora
su apariencia, sino que aumenta su agilidad."
677,Espurr,Psiquico,,355,62,48,54,63,60,68,6,"Protege con las orejas el órgano con el que irradia su
intenso poder psíquico para evitar que este se escape
al exterior."
678,Meowstic,Psiquico,,466,74,48,76,83,81,104,6,"Cuando percibe peligro, yergue sus orejas y desata un
poder psíquico capaz de levantar un camión de unas
10 toneladas."
679,Honedge,Acero,Fantasma,325,45,80,100,35,37,28,6,"Cuentan que este Pokémon nace cuando el espíritu de
un difunto toma posesión de una espada antigua.
Se aferra a las personas y absorbe su energía."
680,Doublade,Acero,Fantasma,448,59,110,150,45,49,35,6,"Al evolucionar se divide en dos espadas.
Se comunican entre sí mediante telepatía y
coordinan los ataques para rebanar al enemigo."
681,Aegislash,Acero,Fantasma,520,60,150,50,150,50,60,6,"Han permanecido junto a estirpes de reyes durante
generaciones. Mediante su poder espectral pueden
controlar a humanos y a Pokémon."
682,Spritzee,Hada,,341,78,52,60,63,65,23,6,"Su cuerpo emana una fragancia que embelesa a quien
la huele. La fragancia es diferente según los alimentos
que ingiere."
683,Aromatisse,Hada,,462,101,72,72,99,89,29,6,"Puede producir multitud de olores diferentes y, en
combate, secreta los que le resultan molestos al
enemigo para así contar con cierta ventaja."
684,Swirlix,Hada,,341,62,48,66,59,57,49,6,"Escupe hebras pegajosas de color blanco y textura
parecida a la del algodón de azúcar, con las que
envuelve al enemigo y le impide que se mueva."
685,Slurpuff,Hada,,480,82,80,86,85,75,72,6,"Puede rastrear hasta el más débil de los olores. Hace
uso de su fino olfato para ayudar a los pasteleros más
exquisitos."
686,Inkay,Siniestro,Psiquico,288,53,54,53,37,46,45,6,"Los enemigos que contemplan el titilante fulgor de su
brillante cuerpo terminan mareándose y pierden las
ganas de continuar combatiendo."
687,Malamar,Siniestro,Psiquico,482,86,92,88,68,75,73,6,"Tiene a su disposición los poderes hipnóticos más
poderosos de entre todos los Pokémon. Controla al
enemigo a su voluntad."
688,Binacle,Roca,Agua,306,42,52,67,39,56,50,6,"Dos Binacle conviven en la misma roca, pero cuando
se produce un altercado entre ambos, uno de ellos se
muda a otra."
689,Barbaracle,Roca,Agua,500,72,105,115,54,86,68,6,"Al evolucionar, los dos Binacle se dividen y dan lugar
a siete criaturas que se aglomeran formando un
Barbaracle y suman su poder al combatir."
690,Skrelp,Veneno,Agua,320,50,60,60,60,60,30,6,"Adopta la apariencia de algas podridas y lanza un
líquido venenoso a las presas desprevenidas que
pasan cerca."
691,Dragalge,Veneno,Dragon,494,65,75,90,97,123,44,6,"Ataca de manera indiscriminada a quien ose adentrarse
en su territorio, escupiéndole un virulento veneno
que puede corroer hasta el casco de un petrolero."
692,Clauncher,Agua,,330,50,53,62,58,63,44,6,"Abate a enemigos voladores disparando agua a presión
con su enorme pinza como si de una pistola se tratara."
693,Clawitzer,Agua,,500,71,73,88,120,89,59,6,"Posee una enorme pinza que dispara bolas de agua
que podrían atravesar incluso el casco de un petrolero."
694,Helioptile,Electrico,Normal,289,44,38,33,61,43,70,6,"Habita en los desiertos y, cuando toma el sol, acumula
energía, lo que le permite vivir sin la necesidad de
ingerir alimentos."
695,Heliolisk,Electrico,Normal,481,62,55,52,109,94,109,6,"Extiende su gorguera y genera energía eléctrica
suficiente para cubrir el consumo de electricidad de
un rascacielos entero."
696,Tyrunt,Roca,Dragon,362,58,89,77,45,45,48,6,"Pokémon recreado a partir de fósiles. Cuando sucede
algo que no es de su agrado, se enfurece y se vuelve
violento."
697,Tyrantrum,Roca,Dragon,521,82,121,119,69,59,71,6,"En el mundo antiguo en el que habitaba no tenía
rivales gracias a sus mandíbulas, con las que podría
despedazar con facilidad gruesas placas de acero."
698,Amaura,Roca,Hielo,362,77,59,50,67,63,46,6,"Pokémon que ha sido regenerado a partir de un trozo
de su antiguo cuerpo, que quedó congelado hace
unos 100 millones de años."
699,Aurorus,Roca,Hielo,521,123,77,72,99,92,58,6,"Expulsa un gas gélido a temperaturas inferiores a los
-150 ºC a través de sus cristales romboides y congela
así a su enemigo."
700,Sylveon,Hada,,525,95,65,65,110,130,60,6,"A través de sus apéndices sensitivos con forma de
cinta, emite unas ondas tranquilizadoras mediante las
cuales detiene los combates."
701,Hawlucha,Lucha,Volador,500,78,92,75,74,63,118,6,"A pesar de ser un Pokémon de pequeña estatura,
su pericia en el combate le permite plantar cara a
Pokémon como Machamp o Hariyama."
702,Dedenne,Electrico,Hada,431,67,58,57,81,67,101,6,"Sus bigotes hacen la función de antenas, por lo
que puede enviar y recibir ondas eléctricas para
comunicarse a grandes distancias."
703,Carbink,Roca,Hada,500,50,50,150,50,150,50,6,"Nace en las profundidades subterráneas, a altas
temperaturas y a gran presión. Irradia energía por
la roca que tiene en la cabeza."
704,Goomy,Dragon,,300,45,50,35,55,75,40,6,"Es el Pokémon de tipo Dragón más débil. Habita en
zonas oscuras y húmedas para evitar que su viscoso
cuerpo se seque."
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,"Segrega una mucosidad que corroe todo lo que toca
y consigue así ahuyentar al enemigo. Sus ojos han
involucionado, por lo que no puede ver."
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,"Pokémon de tipo Dragón muy afable al que le gusta
abrazar con efusión a su Entrenador, aunque después
lo deja totalmente pringado."
707,Klefki,Acero,Hada,470,57,80,91,80,87,75,6,"Tiene el hábito de coleccionar llaves. Cuando un
enemigo lo ataca, las hace tintinear como método
de intimidación."
708,Phantump,Fantasma,Planta,309,43,70,48,50,60,38,6,"Pokémon que nace cuando un espíritu se adentra en
un tocón podrido. Habita en bosques que son poco
frecuentados por humanos."
709,Trevenant,Fantasma,Planta,474,85,110,76,65,82,56,6,"Puede controlar los árboles a su voluntad. Retiene
hasta el fin de sus días a los humanos que se adentran
en el bosque y lo mancillan."
710,Pumpkaboo,Fantasma,Planta,335,49,66,70,44,55,51,6,"En el interior de la calabaza reside un espíritu que ha
permanecido atrapado en este mundo. Entra en acción
al caer la noche."
711,Gourgeist,Fantasma,Planta,494,65,90,122,58,75,84,6,"En las noches de luna nueva deambula por las calles
de las ciudades y emite espeluznantes alaridos que
maldicen a quienes los oyen."
712,Bergmite,Hielo,,304,55,69,85,32,35,28,6,"Envuelve su cuerpo en una capa de hielo que le
permite evitar los ataques del enemigo. Si se
resquebraja, la recompone con aire gélido."
713,Avalugg,Hielo,,514,95,117,184,44,46,28,6,"Su cuerpo, cubierto de hielo, es tan duro como el
propio acero. Su abultada figura le permite arramblar
con todo lo que se encuentra a su paso."
714,Noibat,Volador,Dragon,245,40,30,35,45,40,55,6,"Habita en cuevas donde reina la más absoluta
oscuridad y emite ondas ultrasónicas de
200 000 Hz a través de sus enormes orejas."
715,Noivern,Volador,Dragon,535,85,70,80,97,80,123,6,"Surca el cielo nocturno cuando ni siquiera la luna brilla
y ataca a presas incautas. Es imbatible en combates
que tienen lugar a oscuras."
716,Xerneas,Hada,,680,126,131,95,131,98,99,6,"Según las leyendas, puede compartir el secreto de la
vida eterna. Ha despertado tras dormir durante mil
años bajo la apariencia de un árbol."
717,Yveltal,Siniestro,Volador,680,126,131,95,131,98,99,6,"Pokémon legendario que, al extender sus alas y las
plumas de la cola, emite un brillo carmesí que absorbe
la energía vital de su enemigo."
718,Zygarde,Dragon,Tierra,600,108,100,121,81,95,95,6,"Cuando el ecosistema de Kalos se encuentra en
peligro, aparece y revela su poder secreto."
719,Diancie,Roca,Hada,600,50,100,150,100,150,50,6,"Es una transformación súbita de Carbink. Se dice que
su cuerpo, que irradia destellos rosados, es lo más
bonito de este mundo."
720,Hoopa,Psiquico,Fantasma,600,80,110,60,150,130,70,6,"Este problemático Pokémon envía cualquier objeto a
lugares remotos mediante unos anillos que deforman
el espacio."
721,Volcanion,Fuego,Agua,600,80,110,120,130,90,70,6,"Expulsa vapor y desaparece entre la densa niebla. Dicen que
habita en montañas solitarias."
